,City,Walk Score,Transit Score,Bike Score,Baseball Fields and Diamonds,Tennis and Pickleball Courts,Volleyball,Basketball Hoops,Disc Golf Courses,Skateparks,Outdoor Exercise Zones,Community Gardens,Dog Parks,Playgrounds,Splashpads,Swimming Pools,Rec Centers,Senior Centers,Park Units,Parks as City Area,Improved Trails,Nature Trails,Walkable Park Access
88,"Henderson, NV",30.0,24.6,43.5,0.0,3.5574206891145943,0.9044289887579477,8.6523706591177,0.0,0.2110334307101878,0.1507381647929913,0.030147632958598257,0.4344664225223044,2.7434345992324416,0.5728050262133669,0.39191922846177735,0.0,0.24118106366878606,2.1404819400604764,0.0819108564625344,5.553834774265457,0.0,0.7510137293894931
99,"Boise, ID",38.5,22.6,62.3,4.899091177068932,6.144622832255949,0.41517721839567223,9.050863361025655,0.08303544367913444,0.1660708873582689,0.1660708873582689,0.20758860919783612,0.4344664225223044,3.4459709126840794,0.24910633103740334,0.2906240528769706,0.0,0.2906240528769706,6.103105110416382,0.0812166160703992,1.4157543147292424,2.034368370138794,0.701237397856309
63,"Garland, TX",40.2,29.2,40.6,0.0,1.3917718448532277,0.15905963941179746,2.0280104025004175,0.039764909852949365,0.0,0.0,0.039764909852949365,0.039764909852949365,1.3917718448532277,0.0,0.1192947295588481,0.0,0.3181192788235949,2.50518932073581,0.0811226874123759,0.0,0.0,0.6329386779508676
13,"Chula Vista, CA",45.6,35.4,41.2,2.5483742449095326,1.328026014952855,0.07178518999745162,2.117663104924823,0.03589259499872581,0.21992310938942922,0.14357037999490324,0.03589259499872581,0.2871407599898065,3.5892594998725813,0.07178518999745162,0.07178518999745162,0.0,0.35892594998725813,2.4406964599133554,0.0781313942141215,0.053838892498088715,0.0,0.7258855035116973
11,"Riverside, CA",42.7,29.9,48.9,3.6312884442928777,2.305078751594609,0.6315284250944135,4.357546133151454,0.031576421254720675,0.06315284250944135,0.18945852752832404,0.09472926376416202,0.06315284250944135,1.3262096926982683,0.15788210627360338,0.22103494878304472,0.0,0.6946812676038548,2.431384436613492,0.0772665435817704,0.7262576888585756,0.7578341101132962,0.5104636162636295
34,"Tampa, FL",49.5,31.3,55.2,2.651140500249819,3.109991740677672,0.5353264471658288,4.741462817754484,0.07647520673797555,0.07647520673797555,0.4333595048485281,0.025491735579325183,0.40786776926920293,2.3197479377185917,0.2549173557932518,0.35688429811055256,0.0,0.8922107452763813,5.174822322603012,0.0719273484168056,5.123838851444361,0.07647520673797555,0.6501381671203498
45,"Richmond, VA",50.9,0.0,50.8,3.545409343450721,6.493255685508102,0.08647339862074929,7.35023888276369,0.08647339862074929,0.08647339862074929,0.21618349655187324,0.7506394153497532,0.12971009793112395,2.5077285600017296,0.08647339862074929,0.38913029379337183,0.0,0.9512073848282423,8.028037023310148,0.0718364579802351,1.1673908813801155,0.0,0.8008388645060862
33,"Miami, FL",76.6,57.0,64.0,3.0280555933452993,1.053236728120104,0.43884863671671004,3.5985588210770225,0.021942431835835503,0.0,0.7899275460900781,0.0,0.17553945468668403,1.7334521150310047,0.15359702285084853,0.35107890937336805,0.0,0.9215821371050911,0.8118699779259136,0.0711528941769073,0.08776972734334201,0.04388486367167101,0.8812850701071553
58,"Arlington, TX",38.1,0.3,39.5,2.4519677040825263,2.9773893549573534,0.5004015722617401,2.7021684902133964,0.025020078613087002,0.10008031445234801,0.8059239496150893,0.025020078613087002,0.050040157226174005,1.5512448740113942,0.15012047167852202,0.12510039306543502,0.17514055029160902,0.17514055029160902,2.5020078613087002,0.0710410364329869,1.701365345689916,1.118397514004989,0.6023882637342755
49,"Cleveland, OH",57.1,43.9,52.3,5.844708101075447,2.0992458862854653,0.4844413583735689,7.266620375603534,0.0,0.026913408798531605,0.21530727038825284,0.7506394153497532,0.026913408798531605,3.0950420118311346,0.8389502327430753,0.523287883858715,0.0,0.5920949935676953,4.736759948541563,0.0706060476820062,2.75055037920993,0.10765363519412642,0.828158866149534
59,"Corpus Christi, TX",40.3,26.6,42.1,2.279526108380537,2.060941413056376,0.18735831027785238,2.779148269121477,0.12490554018523492,0.09367915513892619,0.15613192523154365,0.15613192523154365,0.06245277009261746,4.496599446668457,0.15613192523154365,0.18735831027785238,0.0,0.37471662055570476,6.245277009261746,0.0691633357114236,0.0,0.5717551101979128,0.7483132772770756
